"query","restaurant_name","restaurant_id","label","reason","district","cuisines","source"
"Mình muốn tìm quán ăn miền Trung ở quận 3 có hương vị chuẩn","Linh Như - Quán Ăn Miền Trung","1018011","1","Món miền Trung, quán ở Quận 11, không phải Quận 3.","Quận 11","Món Miền Trung","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","Không Gian Cafe","259567","1","Sai quận, món chính không rõ dessert","Quận 11","Món Việt","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","Coffee & Fruit Drink 15B","995014","1","Sai quận, món chính không rõ dessert","Quận 7","Món Việt","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","645 Coffee Shop","200134","1","Sai quận, món không phải dessert","Quận 3","Món Miền Nam","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","Không Gian Cafe - Đường Số 46","206483","1","Sai quận, món không phải dessert","Quận Bình Tân","Món Miền Nam","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","The 1989 Cafe","902873","1","Sai quận, không rõ chỗ ngồi riêng tư","Quận 10","Món Việt","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","Casa Cafe - KDC Nam Viên","762345","1","Sai quận, không nhắm đến cặp đôi","Quận 7","Món Việt || Ý","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","Hẻm 66 Cafe","962830","1","Sai quận, không rõ chỗ ngồi riêng tư","Quận Tân Phú","Món Việt","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","The 1986 - Coffee & Bakery","92025","1","Sai quận, món chính là món Nhật không rõ dessert","Quận 10","Món Nhật","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","Excape Dessert Coffee","243061","1","Sai quận, món Hàn có dessert nhưng không đúng quận","Quận 3","Món Hàn","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","DreamArt Coffee","228212","1","Sai quận, không rõ chỗ ngồi riêng tư","Quận 7","Món Việt","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","The Loft - Restaurant & Cafe - Pasteur","103770","1","Sai quận, có dessert nhưng không ở quận 2","Quận 1","Món Việt","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","Nhà Có 3 Lầu Coffee","648701","1","Sai quận, không phù hợp nhóm cặp đôi","Quận 1","Món Việt","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","Ideal Studio & Cafe","215901","1","Sai quận, món chính không rõ dessert","Quận 10","Món Miền Nam","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","Café De Bodyfriend - Crescent Mall","931402","1","Sai quận, không rõ chỗ ngồi riêng tư","Quận 7","Món Việt","pinecone"
"Cho mình một quán cafe dessert ở quận 2 có chỗ ngồi riêng tư cho cặp đôi","The Local Coffee","720580","1","Sai quận, không có thông tin riêng tư cho cặp đôi","Quận 1","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","Nhà Hàng Những Chàng Trai","683197","1","Quán ở Bình Thạnh nhưng review chính là Bad và không gian thấp.","Quận Bình Thạnh","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","Quán 306 - Nhậu Bình Dân","752014","0","Quán không ở Bình Thạnh.","Quận Tân Phú","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","Năm Đạt Quán - Nhậu Bình Dân","882858","0","Quán không ở Bình Thạnh.","Quận Tân Phú","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","Leng Keng - Quán Ăn Gia Đình","711259","1","Quán ở Bình Thạnh nhưng không có review và không gian.","Quận Bình Thạnh","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","1 Food Drink","762978","4","Quán ở Bình Thạnh có review Excellent và không gian tốt.","Quận Bình Thạnh","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","Quán 033 - Nhậu Bình Dân - Hòa Hảo","908621","0","Quán không ở Bình Thạnh.","Quận 10","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","Quán Nhậu Bình Dân - An Lộc","778509","0","Quán không ở Bình Thạnh.","Quận 12","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","Trâu Đồng Quê 2 - Quán Nhậu Bình Dân","852686","0","Quán không ở Bình Thạnh.","Quận 12","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","Quán 246 - Quán Nhậu Bình Dân","717886","0","Quán không ở Bình Thạnh.","Quận Tân Phú","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","Đặc Khu Ăn Nhậu 1L","725447","0","Quán không ở Bình Thạnh.","Quận Tân Bình","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","60 Giây Coffee - Hoàng Hoa Thám","720896","1","Quán ở Bình Thạnh nhưng không có review và không gian.","Quận Bình Thạnh","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","Gia Định Quán - Quán Nhậu Bình Dân - Võ Trường Toản","218979","1","Quán ở Bình Thạnh nhưng không có review và không gian.","Quận Bình Thạnh","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","An Nguyên - Chuyên BBQ","224970","1","Quán ở Bình Thạnh nhưng không có review và không gian.","Quận Bình Thạnh","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","Cao Thắng - Quán Nhậu Bình Dân","723836","0","Quán không ở Bình Thạnh.","Quận 3","Món Việt","pinecone"
"Mình cần quán ăn ở Bình Thạnh có nhiều review tốt và không gian thoải mái","Cô 3 Quán - Quán Ăn Bình Dân","694907","0","Quán không ở Bình Thạnh.","Quận Tân Bình","Món Việt","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Quán Phố 79 - Chuyên Lẩu Cá Nàng Hai","737230","0","Không ở quận 8, vị trí không phù hợp query.","Quận 7","Món Việt","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Ghiền - Bún Cá & Ăn Vặt","1040989","3","Nằm ở quận 8, có món cá nhưng là bún cá, không phải lẩu cá; giá mềm phù hợp.","Quận 8","Món Việt","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Gia Phát - Lẩu Cá 99K","1064406","0","Không ở quận 8, vị trí không phù hợp query.","Quận 7","Món Việt","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Lẩu Cá 314","69402","0","Không ở quận 8, vị trí không phù hợp query.","Quận 10","Món Việt","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Tám Cua Quán - Quán Ăn Hải Sản","300153","0","Không ở quận 8 và không phục vụ món lẩu cá, không phù hợp.","Quận Gò Vấp","Món Việt","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Quán 149 - Lẩu & Cá Nướng","993128","0","Không ở quận 8, vị trí không phù hợp query.","Quận Tân Phú","Món Việt","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Ngon 12 - Lẩu Cá Thác Lác","178811","0","Không ở quận 8, vị trí không phù hợp query.","Quận Bình Thạnh","Món Việt","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Món Lạ - Lẩu Cua Đồng","61438","0","Không ở quận 8, vị trí không phù hợp query.","Quận 7","Món Bắc","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Long Quán - Lẩu Cá Thác Lác","1045958","2","Nằm ở quận 8 có lẩu cá nhưng giá cao hơn nhiều so với ý nghĩa giá mềm.","Quận 8","Món Việt","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Chả Cá Sạch Aquata - Quán Ăn","310930","0","Không ở quận 8, vị trí không phù hợp query.","Quận 7","Món Việt","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Cá Hồi Quán - Quán Nhậu","100250","0","Không ở quận 8, vị trí không phù hợp query.","Quận Bình Thạnh","Món Việt","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Quán Cá Biển Nướng - Lẩu Ếch Hải Sản","852675","0","Không ở quận 8, vị trí không phù hợp query.","Quận 12","Món Việt","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Cò Lả ","11272","0","Không ở quận 8, vị trí không phù hợp query.","Quận Bình Thạnh","Món Việt","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Mỹ Kỳ - Bún Cá Châu Đốc","732844","1","Nằm ở quận 8, món cá nhưng không phải lẩu cá, giá mềm.","Quận 8","Món Việt","pinecone"
"Có quán nào ở quận 8 bán lẩu cá ngon mà giá mềm không","Quán Đảo - Cá Biển Nướng","672060","0","Không ở quận 8, vị trí không phù hợp query.","Quận 3","Món Việt","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Mì Ý Bistro - Mì Ý Đút Lò - Phan Xích Long","1000050071","1","Sai quận (Quận Phú Nhuận), món Ý không rõ ràng","Quận Phú Nhuận","Món Việt || Món Âu","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Mì Ý Hai Tây - Mì Ý & Nui Sốt Bò Bằm - Nguyễn Đình Chiểu","1000059970","1","Sai quận (Quận 3), có món Ý nhưng không gian, đối tượng không rõ ràng","Quận 3","Ý","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Nhà Hàng La Cucina - Ẩm Thực Ý","30581","1","Sai quận (Quận 7), có món Ý và phục vụ cặp đôi nhưng không gian lãng mạn không rõ","Quận 7","Ý","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Bếp Quê - Mì Ý 55k - Đinh Công Tráng","1000063565","0","Sai quận (Quận 1) nhưng không phải món Ý","Quận 1","Món Việt || Món Á || Món Âu","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Trattoria Reale - Nhà Hàng Ý","897696","0","Sai quận (Quận 2), không phù hợp không gian lãng mạn và đối tượng cặp đôi","Quận 2","Ý","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Gác Bếp Nhà An - Bánh & Mỳ Ý - Đường 339","1000037060","0","Sai quận, món Ý không rõ ràng","Tp. Thủ Đức","Quốc tế","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Tỏi Tây Bếp - Mì Ý","1028273","2","Sai quận (Quận 3) nhưng món Ý, phù hợp cặp đôi, không gian chưa rõ","Quận 3","Ý","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Quán Mì Ý KC - Ăn Uống - Lê Đình Cẩn","1000047670","0","Sai quận, món Ý không chính xác và không gian không phù hợp","Quận Bình Tân","Món Miền Nam || Ý","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Pasta Box - Mì Ý Truyền Thống","67317","0","Sai quận (Quận Bình Thạnh), không gian và cặp đôi không nhấn mạnh","Quận Bình Thạnh","Ý","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Gusto Italiano - Asiana Food Town","751365","0","Sai quận (Quận 1) nhưng không phù hợp cặp đôi, không gian lãng mạn không rõ","Quận 1","Bánh Pizza || Ý","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Margharita - Mì Ý & Pizza - Bùi Thị Xuân","688278","3","Quận 1, món Ý, tuy nhiên thiếu thông tin không gian lãng mạn và phù hợp cặp đôi","Quận 1","Ý","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Bếp Cô Lan - Mì Ý","987059","0","Sai quận, phục vụ chủ yếu gia đình và văn phòng không phù hợp cặp đôi","Quận 3","Ý","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Mì Ý - Nguyễn Bỉnh Khiêm","1062854","1","Quận 1 nhưng món Ý không rõ ràng, không gian không rõ","Quận 1","Món Âu","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Tiệm Ăn Nhà Rosie - Mì Ý, Đồ Ăn Hàn Quốc & Trà Sữa - Trương Thị Hoa","1000068679","0","Sai quận, không rõ không gian lãng mạn và phù hợp cặp đôi","Quận 12","Món Hàn || Ý","pinecone"
"Gợi ý giúp mình nhà hàng món Ý ở quận 1 phù hợp cặp đôi và không gian lãng mạn","Nhà Hàng Tiệc Cưới Như Ý","924193","0","Sai quận, không phải món Ý","Quận 5","Món Bắc || Món Miền Trung || Món Miền Nam || Tây Nguyên","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Cơm Gà Xối Mỡ Thạch Lam - Phan Huy Ích","732018","3","Quán có cơm gà và giao tận nơi, đúng quận Tân Bình, mở cửa trưa từ 10:00","Quận Tân Bình","Món Việt","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Cơm Gà Gáy Sớm - Lê Đình Cẩn","1041702","0","Quán không thuộc quận Tân Bình mà ở quận Bình Tân","Quận Bình Tân","Món Việt","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Cơm Bình Dân Phương Trang","734741","0","Quán không có món cơm gà rõ ràng và không giao tận nơi","Quận 7","Món Việt","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Cơm Gà Núi Nhạn - Cơm Văn Phòng","769148","4","Quán cơm gà, thuộc quận Tân Bình, giao tận nơi và mở cửa buổi trưa từ 09:00","Quận Tân Bình","Món Việt","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Cơm Gà Hải Nam 1987s","1038883","0","Quán ở quận 7 không phải Tân Bình","Quận 7","Món Việt","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Cơm & Phở Gà","983382","2","Quán cơm gà, quận Tân Bình nhưng không giao tận nơi như yêu cầu","Quận Tân Bình","Món Việt","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Cơm Gà 52 Đăklăk Hoàng Phát","271698","0","Quán không thuộc quận Tân Bình mà ở Tp. Thủ Đức","Tp. Thủ Đức","Món Việt","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Cơm Gà Lâm Gia","923965","0","Quán không nằm ở quận Tân Bình mà ở Bình Tân","Quận Bình Tân","Món Việt","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Quán Ngon Gia Truyền - Miến, Phở Gà & Cơm Văn Phòng","665217","4","Quán cơm gà có giao tận nơi, ở Tân Bình, mở cửa trưa đủ giờ","Quận Tân Bình","Món Việt","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Cơm Gà Gái Ơi","907126","0","Quán không ở quận Tân Bình mà ở quận 12","Quận 12","Món Việt","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Doth - Cơm Gà Xối Mỡ - Đặng Thùy Trâm","1000000404","0","Quán thuộc quận Bình Thạnh không phải Tân Bình","Quận Bình Thạnh","Món Việt","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Tí Mập - Quán Cơm Gà","652333","0","Quán không thuộc quận Tân Bình mà ở Gò Vấp","Quận Gò Vấp","Món Việt","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Cơm Gà Nướng Gako","1054263","0","Quán không ở quận Tân Bình mà ở Bình Thạnh","Quận Bình Thạnh","Món Việt","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Quán Tùng - Cơm Gà & Hủ Tiếu","242787","0","Quán không ở quận Tân Bình mà ở quận 7","Quận 7","Món Việt","pinecone"
"Mình muốn tìm quán cơm gà ở Tân Bình có giao tận nơi và mở buổi trưa","Cơm Gà Thuận Hoa","879617","4","Quán cơm gà, ở quận Tân Bình, có giao hàng và mở cửa trưa","Quận Tân Bình","Món Việt","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Góc Phố Quán - Chuyên Các Món Nhậu","910543","0","Sai quận, quán chuyên món nhậu không rõ dân dã","Quận 7","Món Việt","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Quán Nhỏ - Trà Sữa, Trà Đào & Hamburger","1049228","3","Đúng quận 4, món Việt, phù hợp món dân dã ăn vặt","Quận 4","Món Việt","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Quán Ăn Như Ý","790855","0","Sai quận, không ở quận 4","Quận 12","Món Việt","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Dzô Dzô - Quán Nhậu Bình Dân - Trương Quốc Dung","908091","0","Sai quận, không ở quận 4","Quận Phú Nhuận","Món Việt","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Quán 250 - Ẩm Thực Trung Hoa","675641","0","Sai quận, không ở quận 4","Quận 6","Món Việt","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Quang Mập - Chân Gà Quái Thú & Món Ăn Bình Dân","778778","0","Sai quận 4, chất lượng kém, không dân dã","Quận 1","Món Việt","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Ẩm Thực Gáo Vàng - Các Món Đặc Sản Dân Dã","859664","0","Sai quận, không ở quận 4","Quận Tân Phú","Món Việt","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Quán 333 - Nhậu Bình Dân - Trần Xuân Soạn","778388","0","Sai quận, không ở quận 4","Quận 7","Món Việt","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Cá Viên Chiên Tý Nhỏ - Ăn Vặt, Gà Rán, Xiên Que","1043176","4","Đúng quận 4, món Việt dân dã, phù hợp tiêu chí","Quận 4","Món Việt","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Quán Ăn Gia Đình Bạn Tôi - Đặc Sản Dê Tươi","756756","0","Sai quận, không ở quận 4","Quận 3","Món Việt","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Tiếu Ngạo Quán - Quán Ăn Gia Đình","738806","0","Sai quận, không ở quận 4","Quận 6","Món Việt","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Đô Thành - Các Món Ăn Bình Dân","768100","0","Sai quận, không ở quận 4","Tp. Thủ Đức","Món Việt","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Chụyy Quán - Món Ngon Vị Miền Trung","235870","0","Sai quận, món Miền Trung không thuần món Việt dân dã","Quận 1","Món Miền Trung","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Trâu Đồng Quê 2 - Quán Nhậu Bình Dân","852686","0","Sai quận, không ở quận 4","Quận 12","Món Việt","pinecone"
"Cho mình vài quán ăn ở quận 4 chuyên món Việt dân dã","Quán 306 - Nhậu Bình Dân","752014","0","Sai quận, không ở quận 4","Quận Tân Phú","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","Quán Trà Sữa Nhà Làm","725119","4","Nằm ở Quận 11, có trà sữa và đồ ăn vặt, không gian rộng phù hợp.","Quận 11","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","Một Ba Một Bốn - Trà Sữa & Thức Ăn Nhanh","782152","0","Không ở Quận 11, không phù hợp vị trí.","Quận 4","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","Sóc - Trà Sữa & Coffee","765103","3","Nằm Quận 11, có trà sữa, nhưng thiếu thông tin rõ ràng về đồ ăn vặt và không gian.","Quận 11","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","Vuông Tròn - Tea & Coffee","772709","0","Không ở Quận 11, không phù hợp vị trí.","Quận 3","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","Okie La Tea - Trà, Trà Sữa & Thức Ăn Vặt","1025463","4","Quận 11, trà sữa, có ăn vặt và không gian rộng, đánh giá excellent.","Quận 11","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","Shake Tea - Trà Sữa & Ăn Vặt","1041487","0","Không ở Quận 11, không phù hợp vị trí.","Quận 5","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","Gì Cũng Được - Trà Sữa & Giải Khát","879783","0","Không ở Quận 11, không phù hợp vị trí.","Quận 12","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","Chất - Trà Sữa & Cafe","751498","0","Không ở Quận 11, không phù hợp vị trí.","Quận 12","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","23 - Tea & Beer","1034731","0","Không ở Quận 11, không phù hợp vị trí.","Quận 4","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","Bếp Nhà Quân - Ăn Vặt & Trà Sữa","1041538","4","Quận 11, có trà sữa và ăn vặt, đáp ứng yêu cầu.","Quận 11","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","Cô Chủ Béo - Milk Tea & Coffee","913608","3","Nằm Quận 11, có trà sữa nhưng thiếu cụ thể về đồ ăn vặt và không gian rộng.","Quận 11","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","92 Tea - Trà Sữa & Ăn Vặt","799011","0","Không ở Quận 11, không phù hợp vị trí.","Quận 7","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","Tigers Tea & Milk Tea","760245","3","Nằm Quận 11, có trà sữa nhưng không gian hơi hạn chế và không rõ đồ ăn vặt.","Quận 11","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","Bé Là Số 1 - Trà Sữa & Ăn Vặt","735448","4","Quận 11, có trà sữa và ăn vặt, không gian rộng.","Quận 11","Món Việt","pinecone"
"Ở quận 11 có quán trà sữa nào có đồ ăn vặt và chỗ ngồi rộng không","Góc Cô Ính - Milk Tea & Food","1036851","3","Nằm Quận 11, có trà sữa và ăn vặt nhưng không đánh giá không gian rõ.","Quận 11","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","Bún Riêu 15k - Chung Cư Ấn Quang","158766","1","Quán không ở quận 5, không gian trung bình, đánh giá chỉ Average.","Quận 10","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","Bún Riêu Anh Ba","949291","1","Không ở quận 5, không gian và đánh giá thấp, ít phù hợp.","Quận 7","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","Bún Riêu Yến","93757","1","Quán không ở quận 5, không gian hơi kém, vị trí sai.","Quận Tân Bình","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","165 - Quán Bún Riêu","272010","1","Không ở quận 5, không gian tốt nhưng vị trí không đúng.","Quận 7","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","Bún Riêu & Canh Bún - Trần Quang Khải","1027002","1","Quán không ở quận 5, không gian và đánh giá không có thông tin.","Quận 1","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","Bún Riêu 94","652807","1","Không ở quận 5, không gian tốt nhưng sai vị trí.","Quận 1","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","Quán Bún Riêu - Lê Văn Lương","723327","1","Không ở quận 5 và không gian không rõ, ít phù hợp.","Quận 7","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","Bún Riêu Tươi - Đường P","963344","1","Không ở quận 5, không gian và đánh giá thiếu, không phù hợp.","Quận 7","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","Bún Riêu, Canh Bún - Đường Số 17","930519","1","Sai vị trí quận, không gian và đánh giá thiếu.","Quận 7","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","Minh Anh - Bún Riêu","758918","1","Không ở quận 5, không gian và đánh giá thiếu.","Quận 10","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","Cô 9 - Bún Riêu Miền Tây & Bún Đỏ","768116","0","Quán không phục vụ bún riêu quận 5 và vị trí không chính xác.","Tp. Thủ Đức","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","Bún Riêu - Lê Quốc Hưng","725750","0","Quán không ở quận 5, thiếu thông tin đánh giá và không gian.","Quận 4","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","Bún Riêu Cua 17K","724250","1","Không gian kém, không ở quận 5, đánh giá thấp.","Quận 7","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","Bún Riêu 320B","788534","0","Không ở quận 5, đánh giá và không gian rất kém.","Quận 6","Món Việt","pinecone"
"Mình cần quán bún riêu ở quận 5 có không gian ổn và được đánh giá ổn","Bún Riêu Bình Dân - Man Thiện","777773","0","Không phục vụ bún riêu quận 5, vị trí không hợp.","Quận 9","Món Miền Nam","pinecone"
